암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,병원홈페이지,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,좌표(X),좌표(Y)
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQ0NjE0ODEjODEjJDEjJDIjJDgz,경기도의료원 수원병원,11,종합병원,310000,경기,310602,수원장안구,,16316,경기도 수원시 장안구 수성로245번길 69 (정자동),https://www.medical.or.kr/suwon/index.do,1965-12-21,29,0,0,0,26,1,0,0,2,0,0,0,0,126.9963375,37.2918917
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjE0ODEjNDEjJDEjJDgjJDgz,경기도의료원 안성병원,11,종합병원,310000,경기,312400,안성시,,17568,경기도 안성시 남파로 95 경기도의료원 안성병원 (당왕동),http://www.medical.or.kr/_as_gpmc,1983-07-01,23,0,0,0,22,0,0,0,1,0,0,0,0,127.2603668,37.0173531
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQzNjEwMDIjNDEjJDEjJDgjJDgz,경기도의료원 이천병원,11,종합병원,310000,경기,312100,이천시,,17366,경기도 이천시 경충대로 2742 (관고동),,1983-10-01,26,0,0,0,25,0,0,0,1,0,0,0,0,127.4330563,37.2828595
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQ0NjE0ODEjNzEjJDEjJDgjJDgz,경기도의료원의정부병원,11,종합병원,310000,경기,310800,의정부시,,11671,경기도 의정부시 흥선로 142 (의정부동),http://www.medical.or.kr/_uj_gpmc,1986-04-16,25,0,0,0,22,1,0,0,1,0,0,0,1,127.0425004,37.741161
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjEyMjIjNjEjJDEjJDQjJDgz,경기도의료원파주병원,11,종합병원,310000,경기,312200,파주시,,10922,경기도 파주시 중앙로 207 경기도립의료원파주병원 (금촌동),http://www.medical.or.kr/_pj_gpmc,2007-08-16,29,1,0,0,26,2,0,0,0,0,0,0,0,126.7801503,37.7550649
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjEwMDIjNzEjJDEjJDgjJDgz,경기도의료원포천병원,11,종합병원,310000,경기,312800,포천시,,11142,경기도 포천시 포천로 1648 (신읍동),http://www.pomc.or.kr,1987-04-24,21,0,0,0,21,0,0,0,0,0,0,0,0,127.19828,37.9033163
JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjODEjJDEjJDYjJDgz,경상남도마산의료원,11,종합병원,380000,경남,380702,창원마산합포구,,51736,경상남도 창원시 마산합포구 3·15대로 231 (중앙동3가),http://www.mmc.or.kr,1984-02-23,22,1,0,0,21,0,0,0,0,0,0,0,0,128.5655967,35.1992371
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjEwMDIjNjEjJDEjJDAjJDgz,경상북도김천의료원,11,종합병원,370000,경북,370300,김천시,,39579,경상북도 김천시 모암길 24  (모암동),http://www.gcmc.or.kr,1966-04-26,37,2,0,0,33,2,0,0,0,0,0,0,0,128.1264391,36.1227232
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjEwMDIjNDEjJDEjJDgjJDgz,경상북도안동의료원,11,종합병원,370000,경북,370400,안동시,,36694,경상북도 안동시 태사2길 55  (북문동),http://amc.or.kr,1981-08-31,23,0,0,0,21,2,0,0,0,0,0,0,0,128.7321116,36.5682206
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjE0ODEjNDEjJDEjJDgjJDgz,경상북도포항의료원,11,종합병원,370000,경북,370702,포항북구,,37688,경상북도 포항시 북구 용흥로 36  (용흥동),http://www.pmc.or.kr,1978-07-27,20,2,0,0,16,2,0,0,0,0,0,0,0,129.3549409,36.0348814
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE4MzIjNjEjJDEjJDgjJDgz,경찰병원,11,종합병원,110000,서울,110018,송파구,,5715,서울특별시 송파구 송이로 123 국립경찰병원 (가락동),http://www.nph.go.kr,1971-02-20,119,0,16,31,69,1,0,0,2,0,0,0,0,127.123509,37.4963836
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjEwMDIjNjEjJDEjJDgjJDgz,계명대학교대구동산병원,11,종합병원,230000,대구,230006,대구중구,,41931,대구광역시 중구 달성로 56 계명대학교대구동산병원 (동산동),,2019-03-29,39,0,0,0,39,0,0,0,0,0,0,0,0,128.5831323,35.8694728
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjODEjJDEjJDYjJDgz,고신대학교복음병원,11,종합병원,210000,부산,210006,부산서구,,49267,부산광역시 서구 감천로 262 (암남동),http://www.kosinmed.or.kr/,1974-02-26,309,0,29,82,193,3,0,0,2,0,0,0,0,129.0139595,35.0809636
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjE0ODEjNjEjJDEjJDgjJDgz,곽병원,11,종합병원,230000,대구,230006,대구중구,,41919,대구광역시 중구 국채보상로 531 (수동),http://www.kwakh.co.kr/,1976-04-09,22,1,0,0,20,1,0,0,0,0,0,0,0,128.5885849,35.8710213
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEyMjIjODEjJDEjJDIjJDgz,광명성애병원,11,종합병원,310000,경기,310100,광명시,,14241,경기도 광명시 디지털로 36 광명성애병원 (철산동),http://www.ksungae.co.kr/Index.asp,1983-12-09,100,0,6,22,69,2,0,0,1,0,0,0,0,126.8713502,37.4736659
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,광양사랑병원,11,종합병원,360000,전남,360700,광양시,,57788,전라남도 광양시 공영로 71  (중동),http://www.gysarang.com/,2001-04-30,21,0,0,0,21,0,0,0,0,0,0,0,0,127.6969657,34.9361846
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjNDEjJDEjJDQjJDgz,광주기독병원,11,종합병원,240000,광주,240005,광주남구,,61661,광주광역시 남구 양림로 37  (양림동),http://www.kch.or.kr,1983-03-29,128,0,15,25,86,0,0,0,2,0,0,0,0,126.911875,35.136665
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjE0ODEjNDEjJDEjJDgjJDgz,광주병원,11,종합병원,240000,광주,240002,광주북구,,61171,광주광역시 북구 면앙로139번길 51  (두암동),,2001-02-02,37,0,0,0,36,1,0,0,0,0,0,0,0,126.9281408,35.178903
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjE4MzIjNzEjJDEjJDgjJDgz,광주보훈병원,11,종합병원,240000,광주,240004,광주광산구,,62284,광주광역시 광산구 첨단월봉로 99  (산월동),http://gwangju.bohun.or.kr,1987-03-26,69,1,6,7,48,0,0,0,6,1,0,0,0,126.849672,35.2079032
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQ0NjEwMDIjNzEjJDEjJDgjJDgz,광주수완병원,11,종합병원,240000,광주,240004,광주광산구,,62247,광주광역시 광산구 임방울대로 370  (수완동),,2011-01-03,19,0,0,0,19,0,0,0,0,0,0,0,0,126.8241888,35.193096
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEwMDIjNDEjJDEjJDQjJDgz,광주씨티병원,11,종합병원,240000,광주,240005,광주남구,,61710,광주광역시 남구 서문대로654번길 5 (진월동),http://www.ct119.co.kr/,2005-05-01,25,1,0,0,24,0,0,0,0,0,0,0,0,126.8994848,35.1177147
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQyNjE0ODEjNDEjJDEjJDgjJDgz,광주일곡병원,11,종합병원,240000,광주,240002,광주북구,,61040,광주광역시 북구 양일로 309  (일곡동),,2002-12-13,20,1,0,0,19,0,0,0,0,0,0,0,0,126.8976135,35.2028543
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjEwMDIjNDEjJDEjJDgjJDgz,광주한국병원,11,종합병원,240000,광주,240003,광주서구,,61967,광주광역시 서구 월드컵4강로 223  (쌍촌동),,1983-04-18,25,0,0,0,25,0,0,0,0,0,0,0,0,126.8688164,35.1562166
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQ0NjE0ODEjODEjJDEjJDYjJDgz,광주현대병원,11,종합병원,240000,광주,240002,광주북구,,61063,광주광역시 북구 설죽로 291  (용봉동),,1998-06-03,37,1,0,0,36,0,0,0,0,0,0,0,0,126.897925,35.185676
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjEwMDIjNDEjJDEjJDQjJDgz,광주희망병원,11,종합병원,240000,광주,240002,광주북구,,61019,광주광역시 북구 하서로 429 (용두동),,2007-03-23,24,0,0,0,24,0,0,0,0,0,0,0,0,126.8747341,35.2134937
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQ0NjE0ODEjNjEjJDEjJDQjJDgz,구로성심병원,11,종합병원,110000,서울,110005,구로구,,8223,서울특별시 구로구 경인로 427 구로성심병원 (고척동),,2000-02-09,33,1,0,0,32,0,0,0,0,0,0,0,0,126.8664159,37.4996715
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjEyMjIjNjEjJDEjJDAjJDgz,구미강동병원,11,종합병원,370000,경북,370200,구미시,,39399,경상북도 구미시 인동20길 46  (진평동),http://www.gumigd.co.kr,2008-03-24,35,1,0,0,31,3,0,0,0,0,0,0,0,128.4228695,36.096239
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjEyMjIjNzEjJDEjJDgjJDgz,구포성심병원,11,종합병원,210000,부산,210005,부산북구,,46581,부산광역시 북구 낙동대로 1786 (구포동),,1983-04-19,32,0,0,0,31,0,0,0,1,0,0,0,0,129.0047235,35.2097133
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQzNjEwMDIjODEjJDEjJDYjJDgz,국군수도병원,11,종합병원,310000,경기,310403,성남분당구,,13574,경기도 성남시 분당구 새마을로177번길 81 (율동),,2000-02-26,124,0,0,2,122,0,0,0,0,0,0,0,0,127.1490674,37.3923789
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQzNjE0ODEjNDEjJDEjJDgjJDgz,국립암센터,11,종합병원,310000,경기,311903,고양일산동구,,10408,경기도 고양시 일산동구 일산로 323 (마두동),http://www.ncc.re.kr,2000-09-08,214,1,0,14,192,0,0,4,3,0,0,0,0,126.7834097,37.6632301
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjEwMDIjODEjJDEjJDIjJDgz,국립중앙의료원,11,종합병원,110000,서울,110017,중구,,4564,서울특별시 중구 을지로 245 (을지로6가),http://www.nmc.or.kr,2010-04-02,228,1,22,72,123,0,0,0,4,0,1,2,3,127.005671,37.5672138
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjE4MzIjODEjJDEjJDIjJDgz,국민건강보험공단일산병원,11,종합병원,310000,경기,311903,고양일산동구,,10444,"경기도 고양시 일산동구 일산로 100 (백석동,백석1동 1241외1필지 4층)",http://www.nhimc.or.kr,2000-01-18,241,0,0,26,187,0,5,13,10,0,0,0,0,126.7930401,37.6454754
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjEyMjIjNjEjJDEjJDgjJDgz,근로복지공단 대전병원,11,종합병원,250000,대전,250002,대전대덕구,법동,34384,대전광역시 대덕구 계족로 637 (법동),,1991-04-22,26,1,0,0,24,1,0,0,0,0,0,0,0,127.4285488,36.3683976
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQzNjE0ODEjODEjJDEjJDYjJDgz,근로복지공단 순천병원,11,종합병원,360000,전남,360400,순천시,,57947,전라남도 순천시 조례1길 24  (조례동),http://www.kcomwel.or.kr/hospital/suncheon/,1985-05-07,24,1,0,0,21,2,0,0,0,0,0,0,0,127.5249267,34.9611351
JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEwMDIjNzEjJDEjJDgjJDgz,근로복지공단 창원병원,11,종합병원,380000,경남,380705,창원성산구,,51524,경상남도 창원시 성산구 창원대로 721 (중앙동),http://www.kcomwel.or.kr/hospital/changwon/,1979-11-26,30,2,0,0,24,4,0,0,0,0,0,0,0,128.6717512,35.2187539
JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEyMjIjNDEjJDEjJDgjJDgz,근로복지공단 태백병원,11,종합병원,320000,강원,320600,태백시,,26052,강원도 태백시 보드미길 8  (장성동),http://www.kcomwel.or.kr/hospital/taebaek/index.jsp,1977-05-01,19,0,0,0,18,0,0,0,1,0,0,0,0,129.0043366,37.1040964
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjEyMjIjNDEjJDEjJDQjJDgz,근로복지공단안산병원,11,종합병원,310000,경기,311102,안산상록구,,15324,경기도 안산시 상록구 구룡로 87 근로복지공단안산병원 (일동),http://www.kcomwel.or.kr/hospital/ansan/,1986-01-01,41,0,0,0,39,1,0,0,1,0,0,0,0,126.874139,37.3167269
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQyNjE0ODEjODEjJDEjJDIjJDgz,근로복지공단인천병원,11,종합병원,220000,인천,220003,인천부평구,,0,인천광역시 부평구 무네미로 446-  (구산동),,2014-12-30,33,0,0,0,33,0,0,0,0,0,0,0,0,126.7536333,37.4767018
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjE4MzIjNTEjJDEjJDIjJDgz,나사렛종합병원,11,종합병원,230000,대구,230007,대구달서구,,42784,대구광역시 달서구 월배로 97 나사렛병원 (진천동),,2020-01-16,29,1,0,0,28,0,0,0,0,0,0,0,0,128.5250947,35.8147003
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQzNjEyMjIjNTEjJDEjJDIjJDgz,나주종합병원,11,종합병원,360000,전남,360200,나주시,,58251,전라남도 나주시 영산로 5419 나주종합병원,,1987-06-24,24,0,1,0,22,1,0,0,0,0,0,0,0,126.7213975,35.0363159
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQ0NjEwMDIjNjEjJDEjJDgjJDgz,남양주 한양병원,11,종합병원,310000,경기,311500,남양주시,,12048,경기도 남양주시 오남읍 양지로 47-55 47,http://www.hyny.co.kr,2009-03-03,15,0,0,0,15,0,0,0,0,0,0,0,0,127.2043933,37.6823474
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjE0ODEjNjEjJDEjJDQjJDgz,남양주나눔병원,11,종합병원,310000,경기,311500,남양주시,,12045,경기도 남양주시 오남읍 진건오남로797번길 9 (),,2007-01-10,16,1,0,0,15,0,0,0,0,0,0,0,0,127.2015641,37.6980156
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjEwMDIjNjEjJDEjJDgjJDgz,노원을지대학교병원,11,종합병원,110000,서울,110022,노원구,,1830,서울특별시 노원구 한글비석로 68 을지병원 (하계동),http://www.eulji.or.kr/default.asp,1995-01-14,227,0,20,74,130,1,0,0,2,0,0,0,0,127.0699355,37.6364794
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQzNjEwMDIjNTEjJDEjJDYjJDgz,녹색병원,11,종합병원,110000,서울,110019,중랑구,,2221,서울특별시 중랑구 사가정로49길 53 (면목동),http://www.greenhospital.co.kr/main.php,2003-09-17,39,1,0,0,38,0,0,0,0,0,0,0,0,127.0860738,37.5835731
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjEwMDIjNDEjJDEjJDgjJDgz,당진종합병원,11,종합병원,340000,충남,340900,당진시,,31764,충청남도 당진시 반촌로 5-15  (시곡동),,2011-07-22,28,0,0,0,28,0,0,0,0,0,0,0,0,126.6844489,36.9044003
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjE4MzIjODEjJDEjJDIjJDgz,대구가톨릭대학교 칠곡가톨릭병원,11,종합병원,230000,대구,230003,대구북구,,41438,대구광역시 북구 칠곡중앙대로 440 (읍내동),http://www.tcmcch.co.kr/,2002-01-21,28,0,0,0,27,0,0,0,1,0,0,0,0,128.5493894,35.9348614
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,대구굿모닝병원,11,종합병원,230000,대구,230001,대구남구,,42406,대구광역시 남구 성당로 224 (대명동),,2003-03-08,22,0,0,0,22,0,0,0,0,0,0,0,0,128.5740875,35.8530071
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,대구의료원,11,종합병원,230000,대구,230004,대구서구,,41845,대구광역시 서구 평리로 157 (중리동),http://www.daegumc.co.kr,1983-02-28,43,0,1,9,32,1,0,0,0,0,0,0,0,128.540587,35.85964
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjNTEjJDEjJDYjJDgz,대구파티마병원,11,종합병원,230000,대구,230002,대구동구,,41199,대구광역시 동구 아양로 99 (신암동),http://www.fatima.or.kr,1962-08-22,211,1,18,54,135,1,0,0,2,0,0,0,0,128.6244071,35.8842611
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjE0ODEjNDEjJDEjJDQjJDgz,대동병원,11,종합병원,210000,부산,210003,부산동래구,,47737,부산광역시 동래구 충렬대로 187 (명륜동),http://www.ddh.co.kr/,1980-02-21,75,4,5,1,64,0,0,0,1,0,0,0,0,129.0802033,35.2042538
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQ0NjEwMDIjODEjJDEjJDYjJDgz,대림성모병원,11,종합병원,110000,서울,110013,영등포구,,7442,"서울특별시 영등포구 시흥대로 657 (대림동, 대림성모병원)",http://www.drh.co.kr,1974-09-24,44,0,0,0,43,1,0,0,0,0,0,0,0,126.9072208,37.4906979
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQ0NjEwMDIjODEjJDEjJDYjJDgz,대아의료재단한도병원,11,종합병원,310000,경기,311101,안산단원구,,15367,경기도 안산시 단원구 선부광장로 103 (선부동),http://www.handoh.com,2006-10-13,31,0,0,0,31,0,0,0,0,0,0,0,0,126.8076223,37.3340586
JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,대자인병원,11,종합병원,350000,전북,350402,전주덕진구,,54910,전라북도 전주시 덕진구 견훤로 390 (우아동3가),,2016-01-07,97,2,0,0,90,0,0,0,3,1,0,0,1,127.1534707,35.8459659
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE4MzIjNzEjJDEjJDgjJDgz,대전보훈병원,11,종합병원,250000,대전,250002,대전대덕구,,34314,대전광역시 대덕구 대청로82번길 147 147,http://daejeon.bohun.or.kr,1997-10-31,55,0,0,5,43,4,0,0,2,1,0,0,0,127.4396939,36.4473164
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjEyMjIjNTEjJDEjJDYjJDgz,대전한국병원,11,종합병원,250000,대전,250004,대전동구,,34572,대전광역시 동구 동서대로 1672  (성남동),,2004-03-16,34,1,0,0,32,1,0,0,0,0,0,0,0,127.4358152,36.3482008
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjE4MzIjNDEjJDEjJDgjJDgz,대진의료재단 분당제생병원,11,종합병원,310000,경기,310403,성남분당구,,13590,경기도 성남시 분당구 서현로180번길 20 (서현동),http://www.dmc.or.kr,1998-03-28,204,2,17,49,131,2,0,0,3,0,0,0,0,127.1217783,37.3882035
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjE0ODEjNjEjJDEjJDQjJDgz,대청병원,11,종합병원,250000,대전,250003,대전서구,,35403,대전광역시 서구 계백로 1322 (정림동),,2015-02-26,27,2,0,0,24,1,0,0,0,0,0,0,0,127.3705716,36.3082388
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjE0ODEjODEjJDEjJDIjJDgz,더블유병원,11,종합병원,230000,대구,230007,대구달서구,,42642,대구광역시 달서구 달구벌대로 1632 (감삼동),,2008-09-12,34,1,0,0,33,0,0,0,0,0,0,0,0,128.5449481,35.8526313
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE0ODEjNTEjJDEjJDYjJDgz,동국대학교의과대학경주병원,11,종합병원,370000,경북,370100,경주시,,38067,경상북도 경주시 동대로 87  (석장동),http://www.dumc.or.kr/index01.jsp,1991-09-19,108,0,0,28,78,2,0,0,0,0,0,0,0,129.1966582,35.8583076
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQ0NjE0ODEjNDEjJDEjJDgjJDgz,동국대학교일산불교병원,11,종합병원,310000,경기,311903,고양일산동구,,10326,"경기도 고양시 일산동구 동국로 27 (식사동, 동국대학교일산병원)",http://www.dumc.or.kr/isom,2005-05-31,260,2,30,73,153,0,0,0,2,0,0,0,0,126.8064233,37.6763969
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjEyMjIjNjEjJDEjJDAjJDgz,동남권원자력의학원,11,종합병원,210000,부산,210100,부산기장군,,46033,부산광역시 기장군 장안읍 좌동길 40 (),http://www.dirams.re.kr,2010-04-14,55,0,0,0,55,0,0,0,0,0,0,0,0,129.2435492,35.3214002
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEwMDIjODEjJDEjJDYjJDgz,동래봉생병원,11,종합병원,210000,부산,210003,부산동래구,,47889,부산광역시 동래구 안연로109번길 27 (안락동),http://www.bongseng.com/index.asp,1990-06-01,40,1,0,0,39,0,0,0,0,0,0,0,0,129.0961356,35.1969224
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQzNjEwMDIjNTEjJDEjJDIjJDgz,동아병원,11,종합병원,240000,광주,240005,광주남구,,61656,광주광역시 남구 대남대로 238 (백운동),,1995-06-13,29,0,0,0,29,0,0,0,0,0,0,0,0,126.8999505,35.1348132
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjEyMjIjNjEjJDEjJDAjJDgz,드림종합병원,11,종합병원,230000,대구,230001,대구남구,대명동,42474,대구광역시 남구 대명로 153 (대명동),,2009-01-02,27,0,0,0,27,0,0,0,0,0,0,0,0,128.5744911,35.8395584
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQzNjEwMDIjNTEjJDEjJDYjJDgz,메디인병원,11,종합병원,310000,경기,312200,파주시,,10913,경기도 파주시 금릉역로 190 (금촌동),,2022-03-29,33,2,0,0,31,0,0,0,0,0,0,0,0,126.766669,37.7610733
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQzNjEyMjIjNDEjJDEjJDgjJDgz,명주병원,11,종합병원,310000,경기,312003,용인처인구,,17050,경기도 용인시 처인구 금령로39번길 8-6 (김량장동),,2022-06-03,35,0,0,0,34,0,0,0,1,0,0,0,0,127.2010803,37.2353957
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQ0NjEwMDIjNTEjJDEjJDYjJDgz,명지성모병원,11,종합병원,110000,서울,110013,영등포구,,7417,서울특별시 영등포구 도림로 156 명지성모병원 (대림동),http://www.myongji-sm.co.kr,1984-08-07,33,0,0,0,33,0,0,0,0,0,0,0,0,126.8992626,37.4938623
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjEyMjIjODEjJDEjJDIjJDgz,목포기독병원,11,종합병원,360000,전남,360300,목포시,,58666,전라남도 목포시 백년대로 303  (상동),http://www.mch.co.kr,1997-03-31,36,0,0,0,35,1,0,0,0,0,0,0,0,126.4206,34.8045333
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEyMjIjNjEjJDEjJDgjJDgz,목포시의료원,11,종합병원,360000,전남,360300,목포시,,58701,전라남도 목포시 이로로 18  (용해동),http://www.mokpomc.or.kr,1992-12-01,21,0,0,0,20,1,0,0,0,0,0,0,0,126.4053627,34.8039839
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjE4MzIjODEjJDEjJDYjJDgz,목포한국병원,11,종합병원,360000,전남,360300,목포시,,58643,전라남도 목포시 영산로 483  (상동),http://www.hank.co.kr,1996-05-10,77,0,0,0,74,2,0,0,1,0,0,0,0,126.4164223,34.8092997
